epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/custom_mean_bbox_IoU,metrics/custom_mean_bbox_Dice,metrics/custom_cls_accuracy/abnormality,metrics/custom_cls_precision/abnormality,metrics/custom_cls_recall/abnormality,metrics/custom_cls_f1/abnormality,metrics/custom_cls_auroc/abnormality,metrics/custom_cls_accuracy/text,metrics/custom_cls_precision/text,metrics/custom_cls_recall/text,metrics/custom_cls_f1/text,metrics/custom_cls_auroc/text,val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
47,436.677,1.90214,1.6135,0.02372,0.44271,0.47561,0.43702,0.22009,0.73666,0.84431,0.62214,0.93023,0.10316,0.18572,0.56251,0.52006,0.9486,0.10284,0.18556,0.64467,2.13037,1.68839,0.03843,0.00134851,0.00134851,0.00134851
48,445.799,1.86001,1.53309,0.02244,0.54847,0.49825,0.46737,0.26788,0.73852,0.8455,0.62658,0.91584,0.11679,0.20717,0.56549,0.52083,0.95023,0.10417,0.18775,0.65267,1.75646,1.59205,0.02757,0.00134504,0.00134504,0.00134504
49,454.236,1.81603,1.5196,0.02377,0.53971,0.43768,0.43613,0.21979,0.73882,0.84572,0.62904,0.9095,0.1243,0.21872,0.56854,0.52002,0.95045,0.10253,0.18509,0.65892,2.18148,1.64076,0.04177,0.0013415,0.0013415,0.0013415
50,462.656,1.82188,1.49645,0.02331,0.47422,0.47713,0.42741,0.20806,0.73909,0.84592,0.63038,0.90598,0.12848,0.22505,0.57281,0.52025,0.95154,0.10286,0.18565,0.66522,2.16845,1.58943,0.03946,0.0013379,0.0013379,0.0013379
51,471.535,1.88881,1.52207,0.02304,0.74419,0.39918,0.4889,0.28239,0.74055,0.84682,0.63366,0.87365,0.14379,0.24694,0.57371,0.51924,0.95154,0.10084,0.18236,0.67059,1.70579,1.9876,0.02408,0.00133423,0.00133423,0.00133423
52,480.699,1.7956,1.49124,0.02172,0.59015,0.48511,0.44923,0.26254,0.74226,0.84792,0.63583,0.86913,0.15093,0.2572,0.57662,0.51947,0.95259,0.10119,0.18295,0.6769,1.81682,1.68527,0.03032,0.0013305,0.0013305,0.0013305
53,489.431,1.80268,1.44446,0.02119,0.50885,0.45065,0.45284,0.26731,0.74359,0.84879,0.63864,0.87107,0.15838,0.26802,0.5805,0.51994,0.95378,0.10198,0.18425,0.68186,1.73465,1.51582,0.02466,0.00132669,0.00132669,0.00132669
54,497.915,1.78538,1.49337,0.02226,0.48874,0.48953,0.47427,0.26347,0.74482,0.84959,0.64182,0.87574,0.16611,0.27925,0.58446,0.52274,0.95669,0.10714,0.1927,0.68201,1.8428,1.75293,0.02787,0.00132282,0.00132282,0.00132282
55,506.845,1.92338,1.43442,0.02282,0.50825,0.48868,0.47654,0.23914,0.74558,0.8501,0.64603,0.88154,0.17631,0.29385,0.5873,0.52405,0.95833,0.10952,0.19658,0.68199,1.98759,1.72406,0.0307,0.00131888,0.00131888,0.00131888
56,515.644,1.83889,1.47247,0.02267,0.55905,0.46414,0.40645,0.14241,0.74481,0.84959,0.64828,0.88624,0.18128,0.30099,0.59138,0.52328,0.95849,0.10799,0.19412,0.68324,2.52056,1.82368,0.04622,0.00131488,0.00131488,0.00131488
57,524.379,1.74064,1.4635,0.02204,0.51976,0.54377,0.48197,0.26162,0.74572,0.85021,0.64957,0.88946,0.18394,0.30485,0.59567,0.5272,0.95533,0.11612,0.20708,0.68602,1.86779,1.8822,0.03459,0.00131082,0.00131082,0.00131082
58,533.025,1.76761,1.47372,0.0222,0.43295,0.45602,0.43903,0.22084,0.74634,0.85061,0.64928,0.89059,0.18286,0.30342,0.59824,0.52663,0.95563,0.11494,0.2052,0.69165,2.04984,1.56222,0.03466,0.00130668,0.00130668,0.00130668
59,541.504,1.83006,1.53026,0.02133,0.53361,0.47874,0.48516,0.22333,0.74638,0.85065,0.64965,0.8925,0.18336,0.30422,0.60142,0.5265,0.95623,0.11461,0.20468,0.69614,2.15097,1.54156,0.0418,0.00130249,0.00130249,0.00130249
60,549.93,1.6873,1.40343,0.02031,0.57089,0.5371,0.48925,0.26107,0.74752,0.85139,0.65232,0.89336,0.1904,0.31391,0.60426,0.52785,0.95779,0.11706,0.20863,0.70033,1.84614,1.49822,0.02578,0.00129823,0.00129823,0.00129823
